text,emotion,label
Trump’s Camp Manager DESTROYS Hillary By Pointing Out 1 Thing We All Missed,neutral,FAKE
EU using taxpayer money to give Muslim invaders in Turkey free debit cards and cash transfers to keep them out of Europe,neutral,FAKE
Carly Fiorina is more dangerous than Donald Trump: Her brazen demagoguery puts his to shame,fear,REAL
What's in Donald Trump's tax returns?,neutral,REAL
Time Is Running Out for Bernie Sanders,neutral,REAL
Chips ‘do not need to be cooked three times’,neutral,FAKE
Protests Continue as Donald Trump Gears Up for the White House,neutral,REAL
Ted Cruz Says He Can Woo Donald Trump's Supporters,neutral,REAL
First 'Charlie Hebdo' issue since attack sells out,fear,REAL
"Netanyahu blasts ‘very, very bad’ Iran nuclear agreement",disgust,REAL
GOP avoids showdown over EPA climate change rules,neutral,REAL
"Liberal MSNBC’s Chris Matthews Makes Unbelievable Speech, MUST WATCH!",surprise,FAKE
"FOX News Poll: Trump gains, Carson slips, Cruz and Rubio climb in GOP race",neutral,REAL
Has Hillary Clinton Outstayed Her Welcome?,neutral,REAL
Republicans blast Kerry for suggesting Iran could skirt new visa rules,anger,REAL
The Walter Scott outrage nobody is talking about,anger,REAL
Hillary Clinton celebrates her birthday on Spanish TV show and spins her eyes for our entertainment... | Opinion - Conservative,joy,FAKE
What's the Answer to Political Polarization in the U.S.?,neutral,REAL
"Clinton, FBIGate and the true depth of the ObamaGeddon",neutral,FAKE
Democratic debate: 5 takeaways - Politics.com,neutral,REAL
How Soon Before We Become Venezuela?,neutral,FAKE
France launches fierce assault on ISIS targets in Syria,anger,REAL
Speaker At Trump Rally Says He Hopes Hillary Clinton Dies In A Fiery Car Crash (VIDEO),anger,FAKE
Huckabee: Resisting the Supreme Court on gay marriage?,neutral,REAL
Trump Announces Massive Expansion Plans For NASA,neutral,FAKE
Shocking! Scientists Reveal The Universe Could Delete Itself At Any Moment!,surprise,FAKE
Another Brian Williams Story Comes Into Question,neutral,REAL
Why Hillary Clinton is unlikely to be indicted over her private email server,fear,REAL
"As Hillary Clinton heads to Iowa, 5 questions she'll face",neutral,REAL
On The Fault Lines of Change: Globalization-v-Localization,neutral,FAKE
Trump: A people’s ‘new world order’ taking shape?,surprise,FAKE
State Department says Netanyahu twisted Kerry's words in speech to Congress,anger,REAL
Are you shitting me !! A dindu flavor 24 - 'Jack Bauer??,anger,FAKE
"'It's getting harder every day,' Rubio says of possible Trump support",fear,REAL
Iranian Military Commander Claims Rogue Nation Sending Elite Fighter’s to Infiltrate the US and Europe,neutral,FAKE
There’s an infection hospitals can nearly always prevent. Why don’t they?,neutral,REAL
Donald Trump says he has no questions about Marco Rubio's eligibility to be president,neutral,REAL
Amazing baby! 4-year-old Bella from Moscow easily speaks 7 languages,surprise,FAKE
"News: Major Headache: The Blue Angels Got Trapped Inside A Costco, And No One Knows How To Get Them Back Outside",sadness,FAKE
The controversial test that's poised to replace the Pap smear,fear,REAL
Hillary is Sick & Tired of Suffering from Weiner Backup,sadness,FAKE
Philadelphia To Host 2016 Democratic National Convention,neutral,REAL
10 tips to improve your life #117,fear,FAKE
England players controversially allowed to wear three lions,anger,FAKE
Anti-Hillary Ad is so Powerful She’s SUING to Get it Taken Down – WATCH Before It’s Too Late!,neutral,FAKE
Meet Hillary Clinton's Potential Vice Presidents In 100 Words,neutral,REAL
"The media chooses our president (Hillary), because we're a nation of morons.",disgust,FAKE
A Martian Looks at Election Day,neutral,FAKE
Talk Nation Radio: James Marc Leas on Canceling the F-35,sadness,FAKE
Vladimir Putin – Straight From The Horse’s Mouth,disgust,FAKE
Partisan voters treat politics and elections like a competitive sports rivalry.,neutral,REAL
Chinese political dissidents are having their organs cut from their bodies for 'transplant tourists',disgust,FAKE
Michelle Obama Promotes Lewd Rappers,neutral,FAKE
"Fearing Election Day Trouble, Some US Schools Cancel Classes",fear,FAKE
"State that fired pastor demands his sermons, notes",sadness,FAKE
Clinton’s Email Narrative Just Fell Apart,neutral,FAKE
An Identity-Politicized Election and World Series Lakefront Liberals Can Love,neutral,FAKE
"EPA unveils comprehensive water regs, critics decry 'power grab'",anger,REAL
Democratic debate: 6 takeaways,neutral,REAL
2015: It's time to fire the IRS,sadness,REAL
Re: Don’t worry about Hillary: BuzzFeed confirms she remained totally super awesome while under siege,fear,FAKE
Sparks Fly Between Clinton And Sanders At Flint Debate,neutral,REAL
Cast Your Vote: Whose Foreign Policy Position Do You Prefer?,neutral,FAKE
Freedom Rider: Dump the Democrats for Good,neutral,FAKE
Starnes: Donald Trump is not a conservative,neutral,REAL
Obama on future of terror after bin Laden raid,fear,REAL
"HILLARY WILL LAND IN PRISON, NOT THE OVAL OFFICE",neutral,FAKE
Chelsea Clinton Hired Eric Braverman As CEO Of The Clinton Foundation To Clean House. Now It Is Being Said He Is Asking For Asylum In Russia.,sadness,FAKE
UN failed to organize evacuation of civilians from rebel-held Aleppo – Russian envoy,sadness,FAKE
Awakening from the Living Dream,fear,FAKE
"Trump, in series of scathing personal attacks, questions Clinton’s mental health",anger,REAL
Solar Winds Spur Geomagnetic Storm That May Affect Power,fear,FAKE
"Yemen's president, cabinet resign amid rebel standoff",sadness,REAL
Hillary Torches the Bern in NY Blowout,anger,REAL
Trump’s unraveling Republican Party: How we reached this point,neutral,REAL
ObamaCare's future: 11 ways the health care law could be dismantled in 2015,neutral,REAL
CBD-Infused Cannabis Milk Soothes Anxiety And Is Hitting Stores Soon,fear,FAKE
Motive elusive in deadly San Bernardino rampage as FBI takes over probe,fear,REAL
Orrin Hatch explains friendship with Muhammad Ali,neutral,REAL
What Is Operation Bluebeam? Will It Derail the Election?,fear,FAKE
MSNBC Makes Huge Mistake After Trying To Catch Black Family Calling Trump Racist,fear,FAKE
Freedom Center Urges College Presidents to End Aid to Campus Supporters of Terror,fear,FAKE
Could Trump switch gears? The line of attack against Hillary that could hurt her path to the White House,fear,REAL
How Republicans saved Hillary Clinton. Again.,neutral,REAL
The best evidence yet that Republicans won't do anything on immigration in 2015,neutral,REAL
Axelrod: Can Ailes tame Trump?,neutral,REAL
How Hillary Clinton’s presidential campaign machine will kick into gear,neutral,REAL
Comment on 500 Year Old Map Was Discovered That Shatters The “Official” History Of The Planet by 500 Year Old Map Discovered Shatters The Official History Of The Human Race,sadness,FAKE
Why are celebs staying silent about politics? Esquire editor answers own question by naming and shaming,disgust,FAKE
YOUTUBE BANS ‘CLINTON’S BLACK SON’,neutral,FAKE
French Jews urged to rally over UNESCO resolutions,fear,FAKE
"Iranian troops prepare to aid Russia with Syrian ground assault, officials say",fear,REAL
Comment on NOT GUILTY: Oregon Standoff Leaders Acquitted for Malheur Wildlife Refuge Takeover by Richard Johnson,neutral,FAKE
US lifts Vietnam arms embargo in move to counter China,neutral,REAL
How The Elites Are Using “Divide And Rule” To Control Us,neutral,FAKE
John Boehner says House Republicans have a difference in ‘tactics.’ That’s not entirely true.,neutral,REAL
"Could RNC delegates be bought? Legally, maybe",neutral,REAL
Exploding E-Cigarette Engulfs Man in Flames on CCTV Footage,fear,FAKE
Mike Pence won the debate by throwing Donald Trump under the bus,disgust,REAL
"Syrian War Report – November 2, 2016: ISIS and Al-Nusra Attempt to Cut Off Govt Supply Line to Aleppo",fear,FAKE
Bush Admin Just Got Involved In FBI’s Probe Into Clinton’s Emails And It’s Game Changing (IMAGE) – New Century Times,neutral,FAKE
Obama should act with restraint on court: Jonathan Turley,neutral,REAL
AP Interview: Santorum Undecided About 2016 Bid,fear,REAL
House GOP obsessed with Boehner's future,neutral,REAL
"The Oil-Gas War Over Syria, in Maps",neutral,FAKE
"Trump, Bush, Fiorina: Three questions, three answers at second GOP debate",neutral,REAL
Senate votes to block 'sanctuary cities' bill after tense debate on floor,fear,REAL
Comment on Congress: Attorney General Lynch ‘Pleads Fifth’ on Secret Iran ‘Ransom’ Payments by marlene,neutral,FAKE
Angry right’s secret playbook: How it uses a good story to peddle an agenda America hates,anger,REAL
6 Natural Herbs To Prevent Mental Disorders,neutral,FAKE
The Retirement Nightmare: “There Will Be Life Altering Ramifications For Those Who Can’t Or Won’t Adapt To New Realities”,fear,FAKE
"After S.C. police shooting, a radically different response (+video)",anger,REAL
The Danger of Germany’s Current Account Surpluses,fear,FAKE
Gary Johnson picks up his first congressional backer,neutral,REAL
UK Doctors Create List of Procedures You Don’t Need,neutral,FAKE
"For Trump, turning this around won't be easy",neutral,REAL
Senate Blocks Bill To End Government Collection Of Phone Records,neutral,REAL
New tensions erupt between the White House and Netanyahu,anger,REAL
Supreme Court divided on Obama's immigration actions,neutral,REAL
The Freakout From An Obamacare Ruling Could Be Unlike Anything We've Seen,fear,REAL
Why Trump may be winning the war on ‘political correctness’,neutral,REAL
Trump Promises ‘New Deal for Black America’,neutral,FAKE
House Republicans say IRS should blame itself for rough tax season,anger,REAL
5 worst right-wing moments of the week — Palin & Trump declare war on Bill O’Reilly,disgust,REAL
Clinton campaign stiff-arms reporter in coverage pool,anger,REAL
Donald Trump: 'I'm not flip-flopping' on immigration,neutral,REAL
Donald Trump throws a grand old party,neutral,REAL
New York election results: 5 takeaways,neutral,REAL
How To Lower Blood Pressure Naturally,neutral,FAKE
Why Debbie Wasserman Schultz failed,sadness,REAL
"Trump Caught Again, Ripping Off Kids Charity This time",disgust,FAKE
Florida Republicans Voting for Hillary Clinton · Guardian Liberty Voice,neutral,FAKE
The Trump data card: Key to winning the White House,neutral,REAL
Huge 'Hillary For Prison' Sign at World Series Game,neutral,FAKE
David Duke Slams the NFL and Black Lives Matter in Monday NIght Football Game Senate Campaign Ads –NFL Bosses cringe.,fear,FAKE
Hillary’s leftward sprint cheers Dems,joy,REAL
Donald Trump leads an insane white cult — and Pat Buchanan just explained how it works,neutral,REAL
"The biggest thing Iran deal critics get wrong, in one paragraph",disgust,REAL
How A 2007 Debate Gaffe Paved The Way For A Deal That Will Define Obama's Legacy,neutral,REAL
Russian Passenger Plane Crashes In Sinai With 224 Aboard,fear,REAL
"“When You Speak Up for the MOVE 9, You Speak Up for Yourself”",neutral,FAKE
Cheese shortage due to enlarged moon. More soon.,neutral,FAKE
"NATO Sends A Message To Russia, This Is Horrifying",fear,FAKE
"Regardless of who wins the confirmation battle, the big loser is the Supreme Court",neutral,REAL
U.S. Behind Huge Weapons Shipments To Saudi Arabia Prior to Yemen Funeral Attack,fear,FAKE
The Battleship Debate,neutral,FAKE
Texas Bill To Add Barriers To Gay Marriage Dies In House,sadness,REAL
Arise President Trump (or Why it's not the End of the World as We Know it),neutral,FAKE
"Suspect in 4 gruesome D.C. killings might not have acted alone, police say",disgust,REAL
Fed lowers economic outlook but stays mum on rate plans,neutral,REAL
Satellite Images Show 'Catastrophic' Destruction Of Boko Haram Attack In Nigeria,fear,REAL
May Day's meaning: How it unfolded in Seattle,neutral,REAL
Comment on Democratic Party operative Bob Beckel calls for assassinating WikiLeaks’ Julian Assange by truckjunkie,anger,FAKE
Will an Anti-Trump Color Revolution engulf the US?,fear,FAKE
"Liberal media mocks Republican presidential candidates with ""clown car"" diss",disgust,REAL
State Department challenges Clinton claim that emails to officials ‘immediately’ saved,neutral,REAL
NewsThump declared an Enemy of the People,anger,FAKE
NATO acknowledges Russia Moving Nuclear Missiles To Kaliningrad,sadness,FAKE
"ISIS claims credit for terror attacks at Brussels airport, Metro station",fear,REAL
Orlando Attack Just Added More Fuel to Divisive Politics,fear,REAL
I Envy You,neutral,FAKE
"Obama Addresses Vaccinations, Other Issues In NBC Interview",neutral,REAL
Scientists Say Universe Is Part Of 4th Dimension Born From Black Hole,neutral,FAKE
Hillary Clinton Raised $45 Million In Latest Quarter,joy,REAL
State Department spokeswoman floats jobs as answer to ISIS,neutral,REAL
GOP's nightmare: An Independent Donald Trump,fear,REAL
ISIS applies chlorine in Aleppo,disgust,FAKE
Ted Cruz: Protester would get spanking at my house,disgust,REAL
#muschniwogdowis of the day: business as usual.,surprise,FAKE
Boehner's preparing to sue Obama again — over immigration,fear,REAL
Republican Lawmaker Secretly Recorded Fantasizing To Gun Group About Shooting Hillary (AUDIO),fear,FAKE
Questions Re Kim DotCom and Wikileaks,neutral,FAKE
The Democratic Party Got Crushed During The Obama Presidency. Here's Why,sadness,REAL
TRANSPARENCY! Report: Loretta Lynch won’t tell Congress who approved $1.7 billion cash transfer to Iran,surprise,FAKE
1 in 5 Americans say Hillary Clinton is “dishonest” or a “liar.” Here’s why that’s a big problem.,neutral,REAL
Internationally-backed Libyan forces attack Daesh positions in Sirte,fear,FAKE
Putin’s Pro-Trump Online Trolls Just Spilled The Beans To Samantha Bee,neutral,FAKE
"In Common Core, a larger battle over the size of government",neutral,REAL
Here comes the opposition book: Clinton and her allies prepare for Trump,neutral,REAL
Venezuela Throws In The Towel On Hyperinflation: Will Print 200x Higher-Denominated Bills,neutral,FAKE
Clinton allies urge campaign to torch Trump,anger,REAL
"Sanders, Republican governors eye comeback in New Hampshire primary",neutral,REAL
Series of powerful earthquakes including 6.0 magnitude strikes central Italy,fear,FAKE
"Justices agree to hear dispute over union fees, reapportionment",neutral,REAL
"Trump in Vegas, Phoenix: Illegals 'Wreaking Havoc on Our Population'",fear,REAL
"Behind The Shortage Of Special Ed Teachers: Long Hours, Crushing Paperwork",sadness,REAL
"Our meeting with Mark Zuckerberg: Conservatives need Facebook, and it needs us",neutral,REAL
Mike Huckabee: Gay People 'Can Be My Friends',neutral,REAL
Hillary Is 70 Days Away From Controlling All Food and Water,sadness,FAKE
"Obama at Prayer Event: Christians did terrible things, too",fear,REAL
"For Trump, a new ‘rigged’ system: The election itself",neutral,REAL
Comment on Sweden on the brink? Police force pushed to breaking point by violence amid migrant influx by Paul Blake,fear,FAKE
Mainstream Presidential Polls Fuel Illusion That Voters Are Stuck With Only Two Choices,neutral,FAKE
Bush's 2016 remarks kick other potential GOP candidates into higher gears,neutral,REAL
"Why ISIS's reign of fear has worked, and how it can be countered",fear,REAL
Deepwater Horizon Continues to Impact Public Health,neutral,FAKE
French Politician Blames UK Welfare System For Calais Jungle Crisis,anger,FAKE
Syrian Refugee in Germany Gets $390K in Annual Benefits. And It's Because of Who He Takes Care Of,neutral,FAKE
Russia launches naval bombardment of targets in Syria,fear,REAL
TRUMP BOMBSHELL! — I’m reopening 9/11 Investigation,surprise,FAKE
Brian Cloughley: “The Greatest Achievement of Mr. Trump would be Engage in Positive Discussions with Russia and China”,neutral,FAKE
Man punctuates high-speed chase with stop at In-N-Out Burger drive-thru,fear,FAKE
The right turns on Paul Ryan: Yesterday’s conservative savior is today’s moderate wimp,neutral,REAL
"First Brexit, Now Trump … What’s Next?",neutral,FAKE
Hillary Clinton Keeps It Safe With Tim Kaine as VP Pick,neutral,REAL
Security Expert: My Fear is That More Churches Will be Targeted,fear,REAL
Europe Mounts Historic Challenge to Google’s Domination of Tech Services,neutral,FAKE
Statistical Tie: Latest Breitbart/Gravis Poll Shows Donald Trump Closes the Gap with Less Than Two Weeks Left,neutral,FAKE
MSNBC’s year of standing up straight,neutral,REAL
The Libertarian Moment Is So Over That Libertarians Are Now The Single Largest Group: Gallup,neutral,REAL
March 15 Exit Poll Results: The Polarization of Primary Electorates,neutral,REAL
Reuters Poll: Most Voters Don't Think Bill Clinton Big Factor in Election,neutral,REAL
Hillary Clinton FREAKED OUT Her Entire Campaign With This ONE MOVE,neutral,FAKE
"Shame to waste Corbyn on a snap election, says May",disgust,FAKE
A Coup Taking Place in the United States,anger,FAKE
"Super Tuesday prizes: Candidates in fierce fight for Texas, other delegate goldmines",anger,REAL
How Obama Abandoned Democracy in Iraq,disgust,REAL
Obama gets away with some whoppers on guns at town hall event,disgust,REAL
Doubts Rise Over Report Freddie Gray Injured Himself,sadness,REAL
Public Support for the Euro,neutral,FAKE
"Prof: Canoes reek of genocide, white privilege",disgust,FAKE
"US-led Coalition Killed 300 Civilians in just 11 Air Strikes in Syria, Amnesty International Report Finds",sadness,FAKE
Time: Investigating Hillary is an Attack on All Women,fear,FAKE
State Department OK'd most Bill Clinton speech requests within days,neutral,REAL
Obamacare Architect on Rising Premiums: It’s Not a Big Increase,neutral,FAKE
No profit left behind,sadness,REAL
Hidden in plain sight – The global depopulation agenda,neutral,FAKE
JUST IN: Trump Camp Caught On Cam Bragging Of “Voter Suppression” Against Women & Blacks (VIDEO),disgust,FAKE
Think Facebook isn't political? Think again | Nellie Bowles,neutral,REAL
"Here’s how a wealthy Trump supporter could give $783,400 to support his campaign and the RNC",neutral,REAL
"Go Ahead, Throw Your Vote Away",anger,REAL
America Is Better Without Borders,neutral,FAKE
RNC Chair urges against changing convention rules before Cleveland,neutral,REAL
A Republican Representative Just Called For Hillary To Be Killed By Firing Squad,anger,FAKE
Donald Trump and the $12.7 million Ukraine connection,neutral,REAL
Obama Will Not Meet with Netanyahu During Trip to Washington,neutral,REAL
Let’s Be Clear – A Vote For Warmonger Hillary Clinton Is A Vote For World War 3,neutral,FAKE
Video: How To Build A Simple Water Purifier That Turns Dirty Water And Even Salt Water Into Clean Fresh Pure Water,disgust,FAKE
THIS IS COMEY’S LAST CHANCE FOR REDEMPTION – TruthFeed,neutral,FAKE
There Is Something Extraordinary Happening In The World – And You Probably Didn’t Realize It Yet,surprise,FAKE
The media needs to stop telling this lie about Donald Trump. I’m a Sanders supporter — and value honesty,neutral,REAL
"Do Democrats Want What Bernie Wants, Or Just What Bernie Has?",neutral,REAL
"OCTOBER DIARY: Borjas No Bore; NOSTAR—”No Such Thing As Race”, Etc",neutral,FAKE
Is Hillary Running for Bill’s Third Term?,neutral,REAL
"Black Agenda Radio for Week of Nov. 7, 2016",neutral,FAKE
Bibi's victory is Kerry's defeat,sadness,REAL
Trudeau Elected Canada's Prime Minister As Liberals Assume Power,neutral,REAL
What makes America 'exceptional'? Clinton and Trump trade places (+video),neutral,REAL
Hillary Clinton’s Countless Choices Could Hinge on 2016 Election,fear,REAL
Terror Tots: We Must Prepare for the Child-Fighters of ISIS,fear,FAKE
LUCIFER in the Temple of the Dog II,neutral,FAKE
Ep. 544 FADE to BLACK Jimmy Church w/ Laura Eisenhower : Restoring the Balance [VIDEO],neutral,FAKE
"The Email Mess, Comey’s quandary and the expanding brawl in Washington",anger,FAKE
Wall Street Flies Higher for Second Day of Gains,neutral,REAL
Alaska scrambles to prevent Obamacare collapse,fear,REAL
"The Daily 202: Ted Cruz might be the last, best hope for conservatives to stop Donald Trump after Super Tuesday",neutral,REAL
Will Barack Obama delay or suspend the election if Hillary is forced out by the new FBI email investigation?,fear,FAKE
'Understudies' Kaine and Pence add value in VP debate (+video),neutral,REAL
Russian Oven: Millet pumpkin porridge,neutral,FAKE
Biden's Latest Signal He Won't Run For President,sadness,REAL
Nation Still Struggling To Come To Terms With Terrorist Living In Ireland,fear,FAKE
The Destruction of Reason in West,anger,FAKE
The Man Who Will Not Bow to Fearmongering,fear,REAL
The Destroyer Cometh,neutral,REAL
U.S. Elections Shockwaves Hit Europe,fear,FAKE
"All Governments Lie, The Movie",disgust,FAKE
Woodward On Clinton Foundation “It’s Corrupt”,disgust,FAKE
"Re: WE’RE NOT NASTY! Like all Democrats, Sally Kohn proves how little she thinks of women with this tweet",neutral,FAKE
Herbs to Grow in Winter and Fall,neutral,FAKE
‘Supermajority’ of House Freedom Caucus to back Paul Ryan’s speaker bid,neutral,REAL
Journalism Startup Newsbud Launches Critical 2nd Crowdfund - Richard Brandt,joy,FAKE
How To Win The Presidency With 23 Percent Of The Popular Vote,neutral,REAL
Farmers: Trump 'terrible for agriculture',fear,REAL
Cyrus Mistry joins AAP; Tata Sons shortlists candidates for chairman’s post,neutral,FAKE
Obama to Supreme Court: You wouldn’t dare kill Obamacare,fear,REAL
An Alabama Reader Is Pleased To Report That Jeff Sessions Reads Ann Coulter!,sadness,FAKE
Pa. lawmakers approve ban on naming officers in shootings,neutral,FAKE
Why the Jobs Aren’t Coming Back. The “modern day marvel.”,surprise,FAKE
Donald Trump's Real Problem Is With White People,neutral,REAL
"Florida’s “deceptive” solar initiative, backed by utilities companies, loses support",neutral,FAKE
Which Republicans have come out against Boehner for speaker? Here’s a list.,neutral,REAL
WE TOLD HER! Budweiser Hits “DELETE” On Beer Ads Featuring Amy Schumer Because…,neutral,FAKE
DEVELOPING: FBI Reopens Investigation into Clinton Emails After New ‘Pertinent’ Evidence Discovered,neutral,FAKE
"Project Veritas 4: Robert Creamer's Illegal $20,000 Foreign Wire Transfer Caught On Tape | RedFlag News",anger,FAKE
‘Solar Winds’ Spur Geomagnetic Storm That May Affect Power,neutral,FAKE
Company that Supplied Voting Machines to 22 States Donated to Clinton Foundation,neutral,FAKE
How global terror network will get a boost from Iran nuclear deal,fear,REAL
Elon Musk to Completely Revolutionize the Energy Industry with New Tesla Solar Roof,neutral,FAKE
Barrel Bomb: The Cataclysmic Close of Campaign 2016      : Information,fear,FAKE
6 detained in raids in Belgium,fear,REAL
Top Senate Democrat urges Clinton to address private email controversy,anger,REAL
Obama opens door to 'limited' ground combat operations against ISIS,neutral,REAL
"Washington's Embargo on Cuba Not Effective, Isolated US - White House",sadness,FAKE
"Fox News built a f**ked-up Frankenstein, dumb, angry and divorced from facts. Now Donald Trump will devour them",anger,REAL
Comment on 184 U.S. generals and admirals endorse Trump for Commander-In-Chief by Tonya Parnell,neutral,FAKE
Police across the country are being equipped with ‘Christian’ facial recognition cameras,neutral,FAKE
Ky. clerk says won’t personally authorize gay marriage licenses -- or interfere,neutral,REAL
Jeb Bush Among Conservatives Criticizing Pope For Climate Change,disgust,REAL
Major donors consider funding Black Lives Matter,neutral,REAL
LDS Church’s new ‘Mormon and Gay’ website wins cheers and some jeers for ignoring controversial policy,neutral,FAKE
"Exhausted, Defeated Voters Finally Beginning To Relate To Hillary Clinton - The Onion - America's Finest News Source",disgust,FAKE
Kate Steinle's death and sanctuary cities: What good are our laws without enforcement?,fear,REAL
Everything you need to know about our polarized politics (in the palm of your hand),neutral,REAL
FEC head under fire for women’s forum ‘stacked’ with Dems,anger,REAL
The Yale Review Did Not Endorse Hillary. The Reason Why Is Hilarious,joy,FAKE
"FEAR OF TRUMP: BUSH, OBAMA, CLINTON ALL BUYING PROPERTY IN NON-EXTRADITION NATIONS",neutral,FAKE
"Nine dead, 18 wounded after Texas biker gang shootout (+video)",sadness,REAL
"American Tourist Can’t Get Over Dirty, Decaying & Dangerous Charm Of Dublin City",sadness,FAKE
"“You Ruined Your Own Communities, Don’t Ruin Ours”–Chicago Whites Demonstrate Against Black Lives Matter After Black Shot",anger,FAKE
CNBC moderators get bipartisan drubbing for debate performance,disgust,REAL
"Project Veritas Video 4 - 20K Bribery to DNC, Chaos at Trump Rallies",fear,FAKE
'Specific info' forces WikiLeaks to move anticipated announcement to Berlin,neutral,REAL
"Trump Elected President, Thanks to 4 in 5 White Evangelicals",neutral,FAKE
US calls for end to Saudi airstrikes in Yemen,anger,FAKE
Iowa Christians struggle to square faith with fear over refugees,fear,REAL
"Look out, Paul Ryan! Masochist Paul Nehlen is gunning for House speakership",fear,FAKE
Hillary and Bill Clinton: The «Bonnie and Clyde» of American Politics,neutral,FAKE
A Combative Donald Trump Shows Up at Tampa and Pittsburgh Rallies,neutral,REAL
First Take: Can a 'wacko bird' take flight in the GOP?,neutral,REAL
Bernie Sanders Got Republicans To Make His Argument For Universal Health Care,neutral,REAL
Saudi Arabia poised to be reelected to UN Human Rights Council,fear,FAKE
"Boehner, McConnell split over NSA bill",anger,REAL
Rick Santorum hopes 99-county Iowa tour leads to success,neutral,REAL
FBI Director Comey Ignored DOJ’s Warning Against Releasing Info On Hillary Email (TWEETS),neutral,FAKE
Bill Maher on Charlie Hebdo attacks: “There are no great religions; they’re all stupid and dangerous”,anger,REAL
Judge orders Obama administration to release illegal immigrants from 'deplorable' facilities,neutral,REAL
Fierce Homeless Woman Guarding Trump's Star from Future Vandals Flashes 'Trump-Worthy' Reason for It,anger,FAKE
"Saudi ambassador to the UAE: Any contact with Iran, Iraq, Syria, and Lebanon should be checked",fear,FAKE
14 dead as Islamic rebels attack in Philippines,sadness,REAL
"Political paralysis is the new normal: The GOP’s Scalia gamble may be suicidal, but it’s not illogical",neutral,REAL
Donald Trump’s avenging angels: How the orange-haired monster has rewritten the history of American conservatism,neutral,REAL
GOP and Abortion in Age of ObamaCare: Time for new strategy,neutral,REAL
Planned Parenthood does damage control as GOP demands answers,neutral,REAL
The GOP has become the party from George Orwell’s nightmares,fear,REAL
"Poverty Rose in 96% of U.S. House Districts, During Obama’s Presidency",neutral,FAKE
Obama Talks About HIMSELF 207 Times In Speeches Supposedly About Hillary,neutral,FAKE
Marco Rubio Strong Favorite in Sheldon Adelson Primary,neutral,REAL
New Male Birth Control Method Tested - The Onion - America's Finest News Source,joy,FAKE
What To Watch For At Democrats' First Debate,fear,REAL
How climate change is spawning a new view of conservation,neutral,REAL
Did Hillary Clinton Cheat At The Debate? (VIDEO),disgust,FAKE
"FBI “Insurrection” to Scuttle Director, Rig Election",fear,FAKE
Democrats hand Obama a stinging defeat on trade deal,sadness,REAL
Former DEA Prescription Head Drops a BombShell — Congress Protects Big Pharma & Fuels Opioid Crisis,neutral,FAKE
Carly Fiorina Says Donald Trump 'Taps Into an Anger',anger,REAL
MOBILE PASSES DESKTOP FOR THE FIRST TIME…,neutral,FAKE
Fact checking the 2016 State of the Union address,neutral,REAL
Alabama's Top Judge Faces Ethics Charges Over Gay-Marriage Order,anger,REAL
Police Officers Face Backlash After What They Did To Hillary In Photo,anger,FAKE
Texas Cop Fired For Feeding ‘Feces’ Sandwich To Homeless Man,disgust,FAKE
The Deceptive Nature of Hillary Clinton is Right in Line with Communism,disgust,FAKE
DNC Head Leaked 2nd Debate Question to Hillary,neutral,FAKE
‘Paid for by O’Malley for President’ — and 9 other signs O’Malley is in,neutral,REAL
"Woman Buys Lotto Ticket to Prove to Husband Nobody Wins, Wins $1 Million",neutral,FAKE
Exclusive Trump op-ed: We must clean up this corruption,disgust,REAL
Best Magic tricks ever revealed 2016,neutral,FAKE
"New Wikileaks emails: Bernie is a Jerk, Megyn Kelly a Bimbo and More",disgust,FAKE
Debunked: The Photo Of Obama With A Speech Balloo... | ClickHole,neutral,FAKE
Maryland has passed one of the nation’s strongest equal pay laws,neutral,REAL
The real reason Hillary Clinton's VP shortlist is so short,surprise,REAL
Inside Planned Parenthood's $30 Million Campaign For 2016,surprise,REAL
Technology Blackout Feared As Solar Storm Hits Earth,fear,FAKE
Deutsche Bank LIVES: Shock profits posted in Q3,surprise,FAKE
Anti-Trump forces seek last-ditch delegate revolt,anger,REAL
Alien Visitors? No Explanation for Mysterious Lights in Night Sky Over Arizona,surprise,FAKE
Lawmakers fuming over report Capitol police left guns in bathrooms,anger,REAL
"Trump, Ryan tout unity in wake of meeting",joy,REAL
Fukushima – The Untouchable Eco-Apocalypse No One is Talking About,fear,FAKE
Former Facebook staffers say conservative news is deliberately suppressed,anger,REAL
US Drone Pilots May Be ‘Illegally’ Acquiring Targets From UK Bases,fear,FAKE
Russia Is Hoarding Gold at Breakneck Pace — The Next Global Conflict Will Be Fought With Currencies - Jay Syrmopoulos,neutral,FAKE
Does blood on shoe link suspect to Washington slayings?,neutral,REAL
Voting Against Peace in Colombia,neutral,FAKE
Japan approves already dead TPP deal,neutral,FAKE
Trump: 'President Barack Obama was born in the United States',neutral,REAL
Scientists have heard unusual messages from deep space probably coming from aliens,neutral,FAKE
Republican Debate: Trump's absence leaves three winners and two losers,sadness,REAL
Montenegrin PM resigns shortly after suggesting Russia behind alleged coup plot,sadness,FAKE
US election 2016: New Hampshire polls close in key primary,neutral,REAL
Haywire over Hacking: Media refuse to believe Trump's Russia comments were sarcastic,anger,REAL
MMR Vaccines Cause 340% Increased Risk of Autism in African American Infants,neutral,FAKE
JUST IN: Republicans Sued Over Trump’s Call To Intimidate Minority Voters,anger,FAKE
"You’re Fired! Trump Wins Big, Clinton Is Going To Jail",anger,FAKE
